# Percent Error Rates for Total Sampled Time (minutes) analyis; TTS: 30 min - 180 min, sampling interval:30 seconds
9.346,4.944,5.943,4.581,10.264,2.352,3.233,3.279,6.988,4.334,A2,4.013,0.253,7.077,7.613,3.816,2.351
3.897,13.545,9.53,3.524,2.439,0.4,6.473,5.28,0.121,1.234,A2,4.001,1.071,4.491,4.052,0.343,0.319
19.35,0.637,3.84,13.771,2.143,4.922,5.455,3.443,1.931,3.829,A2,5.925,2.256,3.214,2.543,4.727,6.764
3.287,1.247,1.966,4.703,3.154,9.382,0.509,1.144,2.984,2.677,A2,0.316,1.578,3.552,1.902,0.296,2.034
5.699,1.094,6.231,7.11,0.557,0.126,4.575,3.382,8.951,0.746,A2,3.366,7.075,3.727,9.901,5.266,2.636
0.901,7.163,8.33,11.758,6.517,1.231,3.721,3.438,0.056,0.057,A2,1.949,3.624,3.255,3.168,0.698,6.737
1.226,3.755,4.304,0.197,7.702,1.391,1.01,0.059,2.03,2.04,A2,5.899,2.613,0.234,3.366,3.457,0.691
7.326,7.018,5.914,11.27,2.231,1.407,0.441,6.414,7.064,1.193,A2,0.06,1.43,0.327,1.437,1.233,4.236
4.892,0.591,3.186,1.372,3.2,1.874,2.017,2.165,3.792,3.68,A3,3.827,3.104,1.395,3.657,0.628,8.931
7.695,1.751,4.842,9.607,4.938,2.695,6.399,3.318,6.462,5.288,A3,3.166,4.742,5.122,5.23,4.349,0.867
6.757,11.08,7.493,2.567,0.756,1.472,2.132,5.849,4.498,0.341,A3,1.288,4.582,3.099,3.097,3.288,9.973
